product_id,product_name,category,main_category,sub_category,discounted_price_clean,actual_price_clean,discount_pct_clean,rating_clean,rating_count_clean,economia_absoluta,faixa_preco,faixa_desconto,volume_reviews_bin,img_link,product_link,review_rows,PSI,cluster,pca_1,pca_2,cluster_name
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Computers&Accessories,Accessories&Peripherals,719.0,1499.0,52.0,4.1,1045.0,780.0,mid,high,high,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41+tGYXUN8L._SX342_SY445_.jpg,https://www.amazon.in/Wayona-Lightning-Certified-charging-Braided/dp/B09HV71RL1/ref=sr_1_400?qid=1672909144&s=electronics&sr=1-400,1,59.09730656458995,4,-0.21202174030156304,0.3946550699373656,barato com alto desconto
B08CHKQ8D4,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Computers&Accessories,Accessories&Peripherals,719.0,1499.0,52.0,4.1,1045.0,780.0,mid,high,high,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41fRMsvSy8L._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-charging-Nylon-Braided-iPhone/dp/B08CHKQ8D4/ref=sr_1_111?qid=1672909129&s=electronics&sr=1-111,1,59.09730656458995,4,-0.21202174030156304,0.3946550699373656,barato com alto desconto
B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Computers&Accessories,Accessories&Peripherals,225.0,499.0,55.0,4.1,789.0,274.0,budget,high,medium,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/313wnMF+cVL._SX342_SY445_.jpg,https://www.amazon.in/Time-Office-Replacement-Startek-FM220U/dp/B08XMG618K/ref=sr_1_220?qid=1672909135&s=electronics&sr=1-220,1,59.06722843109288,4,-0.1583753601331921,0.5188591824659803,barato com alto desconto
B09SPTNG58,"Crompton Sea Sapphira 1200 mm Ultra High Speed 3 Blade Ceiling Fan (Lustre Brown, Pack of 1)","Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",Home&Kitchen,"Heating,Cooling&AirQuality",1449.0,2349.0,38.0,3.9,9019.0,900.0,mid,medium,high,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31pRaPCFqVL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/CROMPTON-Sapphira-Ultra-Ceiling-Lustre/dp/B09SPTNG58/ref=sr_1_213?qid=1672923601&s=kitchen&sr=1-213,1,59.062143340440485,0,-0.6579661928119318,0.2834456518588572,segmento misto
B08SKZ2RMG,"Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Curtains (Pack of 1)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",Home&Kitchen,Kitchen&HomeAppliances,475.0,999.0,52.0,4.1,1021.0,524.0,budget,high,high,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41Xg2TPKwyL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Demokrazy-Remover-Woolens-Sweaters-Blankets/dp/B08SKZ2RMG/ref=sr_1_318?qid=1672923607&s=kitchen&sr=1-318,1,59.02883995815002,4,-0.21448525611554653,0.4145587550781974,barato com alto desconto
B09LD3116F,Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD Card Recording,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,Electronics,Cameras&Photography,2490.0,3990.0,38.0,4.1,3606.0,1500.0,premium,medium,high,https://m.media-amazon.com/images/I/31R3Qf2nO0L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Smart-Camera-Coverage-Intruder-Google/dp/B09LD3116F/ref=sr_1_357?qid=1672903012&s=computers&sr=1-357,1,59.025267145320726,0,-0.45829184547145857,-0.1453727054546551,segmento misto
B0814LP6S9,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,Home&Kitchen,HomeStorage&Organization,351.0,1099.0,68.0,3.7,1470.0,748.0,budget,high,high,https://m.media-amazon.com/images/I/31vN7I58EHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/PrettyKrafts-Laundry-Basket-Clothes-Handles/dp/B0814LP6S9/ref=sr_1_264?qid=1672923605&s=kitchen&sr=1-264,1,59.0250274480572,1,-0.47368507551116695,1.5898352308897996,segmento misto
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,Computers&Accessories,Accessories&Peripherals,333.0,999.0,67.0,3.3,9792.0,666.0,budget,high,high,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41CnR1WhD3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/WeCool-Braided-Multifunction-Charging-Android/dp/B07XJYYH7L/ref=sr_1_49?qid=1672909126&s=electronics&sr=1-49,2,59.01743882300915,1,-0.949698714206748,2.260429293202167,segmento misto
B07RCGTZ4M,"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",Home&Kitchen,Kitchen&HomeAppliances,6236.0,9999.0,38.0,4.1,3552.0,3763.0,premium,medium,high,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41--5lc96UL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Ace-1600-Watt-21-Litre-Stainless-Function/dp/B07RCGTZ4M/ref=sr_1_268?qid=1672923605&s=kitchen&sr=1-268,1,58.98077456754213,0,-0.5119787214710917,-0.447552716587436,segmento misto
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",Electronics,"HomeTheater,TV&Video",29999.0,39999.0,25.0,4.2,7298.0,10000.0,luxury,medium,high,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51ovMTXv9RL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/OnePlus-43-inches-Android-Pro/dp/B09VCHLSJF/ref=sr_1_94?qid=1672909128&s=electronics&sr=1-94,1,58.98023774515546,3,-0.8785363757309883,-2.919075947672978,premium bem avaliado
